class,super_class,label,comment
http://iec.ch/TC57/2013/CIM-schema-cim16#Measurement,http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject,Measurement,"A Measurement represents any measured, calculated or non-measured non-calculated quantity. Any piece of equipment may contain Measurements, e.g. a substation may have temperature measurements and door open indications, a transformer may have oil temperature and tank pressure measurements, a bay may contain a number of power flow measurements and a Breaker may contain a switch status measurement. 
The PSR - Measurement association is intended to capture this use of Measurement and is included in the naming hierarchy based on EquipmentContainer. The naming hierarchy typically has Measurements as leaves, e.g. Substation-VoltageLevel-Bay-Switch-Measurement.
Some Measurements represent quantities related to a particular sensor location in the network, e.g. a voltage transformer (VT) or potential transformer (PT) at a busbar or a current transformer (CT) at the bar between a breaker and an isolator. The sensing position is not captured in the PSR - Measurement association. Instead it is captured by the Measurement - Terminal association that is used to define the sensing location in the network topology. The location is defined by the connection of the Terminal to ConductingEquipment. 
If both a Terminal and PSR are associated, and the PSR is of type ConductingEquipment, the associated Terminal should belong to that ConductingEquipment instance.
When the sensor location is needed both Measurement-PSR and Measurement-Terminal are used. The Measurement-Terminal association is never used alone."
http://iec.ch/TC57/2013/CIM-schema-cim16#MeasurementValue,http://iec.ch/TC57/2013/CIM-schema-cim16#IOPoint,MeasurementValue,"The current state for a measurement. A state value is an instance of a measurement from a specific source. Measurements can be associated with many state values, each representing a different source for the measurement."
http://iec.ch/TC57/2013/CIM-schema-cim16#MeasurementValueQuality,http://iec.ch/TC57/2013/CIM-schema-cim16#Quality61850,MeasurementValueQuality,Measurement quality flags. Bits 0-10 are defined for substation automation in IEC 61850-7-3. Bits 11-15 are reserved for future expansion by that document. Bits 16-31 are reserved for EMS applications.
http://iec.ch/TC57/2013/CIM-schema-cim16#MeasurementValueSource,http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject,MeasurementValueSource,MeasurementValueSource describes the alternative sources updating a MeasurementValue. User conventions for how to use the MeasurementValueSource attributes are defined in IEC 61970-301.
http://iec.ch/TC57/2013/CIM-schema-cim16#PowerSystemResource,http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject,PowerSystemResource,"A power system resource (PSR) can be an item of equipment such as a switch, an equipment container containing many individual items of equipment such as a substation, or an organisational entity such as sub-control area. Power system resources can have measurements associated."
http://iec.ch/TC57/2013/CIM-schema-cim16#Quality61850,,Quality61850,
http://iec.ch/TC57/2013/CIM-schema-cim16#RaiseLowerCommand,http://iec.ch/TC57/2013/CIM-schema-cim16#AnalogControl,RaiseLowerCommand,"An analog control that increases or decreases a set point value with pulses. Unless otherwise specified, one pulse moves the set point by one. "
http://iec.ch/TC57/2013/CIM-schema-cim16#SetPoint,http://iec.ch/TC57/2013/CIM-schema-cim16#AnalogControl,SetPoint,An analog control that issues a set point value.
http://iec.ch/TC57/2013/CIM-schema-cim16#StringMeasurement,http://iec.ch/TC57/2013/CIM-schema-cim16#Measurement,StringMeasurement,StringMeasurement represents a measurement with values of type string.
http://iec.ch/TC57/2013/CIM-schema-cim16#StringMeasurementValue,http://iec.ch/TC57/2013/CIM-schema-cim16#MeasurementValue,StringMeasurementValue,StringMeasurementValue represents a measurement value of type string.
http://iec.ch/TC57/2013/CIM-schema-cim16#Terminal,http://iec.ch/TC57/2013/CIM-schema-cim16#ACDCTerminal,Terminal,An AC electrical connection point to a piece of conducting equipment. Terminals are connected at physical connection points called connectivity nodes.
http://iec.ch/TC57/2013/CIM-schema-cim16#ValueAliasSet,http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject,ValueAliasSet,"Describes the translation of a set of values into a name and is intendend to facilitate custom translations. Each ValueAliasSet has a name, description etc. A specific Measurement may represent a discrete state like Open, Closed, Intermediate etc. This requires a translation from the MeasurementValue.value number to a string, e.g. 0-&gt;""Invalid"", 1-&gt;""Open"", 2-&gt;""Closed"", 3-&gt;""Intermediate"". Each ValueToAlias member in ValueAliasSet.Value describe a mapping for one particular value to a name."
http://iec.ch/TC57/2013/CIM-schema-cim16#ValueToAlias,http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject,ValueToAlias,"Describes the translation of one particular value into a name, e.g. 1 as ""Open""."
