property,label,domain,range,comment
http://iec.ch/TC57/2013/CIM-schema-cim16#SVSMO4.ov,ov,http://iec.ch/TC57/2013/CIM-schema-cim16#SVSMO4,http://www.w3.org/2001/XMLSchema#double,"Voltage above which device goes into overvoltage strategy (block VSC & force TSR in) (OV). Typical range from 1,15 to 1,25."
http://iec.ch/TC57/2013/CIM-schema-cim16#GovHydroR.gmin,gmin,http://iec.ch/TC57/2013/CIM-schema-cim16#GovHydroR,http://www.w3.org/2001/XMLSchema#double,"Minimum governor output (<i>Gmin</i>) (&lt; GovHydroR.gmax).  Typical value = -0,05."
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC6C.vamin,vamin,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC6C,http://www.w3.org/2001/XMLSchema#double,Minimum regulator output (Vamin). Typical value = -75.
http://iec.ch/TC57/2013/CIM-schema-cim16#PssIEEE4C.tl2,tl2,http://iec.ch/TC57/2013/CIM-schema-cim16#PssIEEE4C,http://www.w3.org/2001/XMLSchema#double,"Low band denominator time constant (first lead-lag block) (Tl2) (>=0). Typical value = 2,075."
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC1A.tf,tf,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC1A,http://www.w3.org/2001/XMLSchema#double,Excitation control system stabilizer time constant (<i>T</i><i><sub>F</sub></i>) (&gt; 0).  Typical value = 1.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEDC2C.ke,ke,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEDC2C,http://www.w3.org/2001/XMLSchema#double,Exciter field proportional constant (Ke). Typical value = 1.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcELIN1.ts1,ts1,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcELIN1,http://www.w3.org/2001/XMLSchema#double,Stabilizer phase lag time constant (<i>Ts1</i>) (&gt;= 0).  Typical value = 1.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcSK.emax,emax,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcSK,http://www.w3.org/2001/XMLSchema#double,Maximum field voltage output (<i>Emax</i>) (&gt; ExcSK.emin).  Typical value = 20.
http://iec.ch/TC57/2013/CIM-schema-cim16#GovSteam1.k5,k5,http://iec.ch/TC57/2013/CIM-schema-cim16#GovSteam1,http://www.w3.org/2001/XMLSchema#double,"Fraction of HP shaft power after third boiler pass (<i>K5</i>).  Typical value = 0,5."
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcHU.ai,ai,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcHU,http://www.w3.org/2001/XMLSchema#double,Minor loop PI tag gain factor (<i>Ai</i>).  Typical value = 22.
http://iec.ch/TC57/2013/CIM-schema-cim16#WeccREECD.vblkl,vblkl,http://iec.ch/TC57/2013/CIM-schema-cim16#WeccREECD,http://www.w3.org/2001/XMLSchema#double,Voltage below which the converter is blocked (i.e. Iq = Ip = 0).
http://iec.ch/TC57/2013/CIM-schema-cim16#WindContPitchAngleIEC2.dthetaomegamax,dthetaomegamax,http://iec.ch/TC57/2013/CIM-schema-cim16#WindContPitchAngleIEC2,http://www.w3.org/2001/XMLSchema#double,Maximum pitch positive ramp rate of speed PI controller (<i>dtheta</i><i><sub>omegamax</sub></i>). It is a type-dependent parameter.
http://iec.ch/TC57/2013/CIM-schema-cim16#PssIEEE2C.ks2,ks2,http://iec.ch/TC57/2013/CIM-schema-cim16#PssIEEE2C,http://www.w3.org/2001/XMLSchema#double,"PSS gain (Ks2). The gain KS2 should be calculated as T7/2H, where H is the total shaft inertia of all mechanically connected rotating components of
the unit (MW-s/MVA)."
http://iec.ch/TC57/2013/CIM-schema-cim16#GovCT2.plim6,plim6,http://iec.ch/TC57/2013/CIM-schema-cim16#GovCT2,http://www.w3.org/2001/XMLSchema#double,Power limit 6 (<i>Plim6</i>).  Typical value = 0.
http://iec.ch/TC57/2013/CIM-schema-cim16#WeccREECB.tpord,tpord,http://iec.ch/TC57/2013/CIM-schema-cim16#WeccREECB,http://www.w3.org/2001/XMLSchema#double,"Time constant (Tpord) (>=0). Typical value = 0,02."
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC9C.vb1max,vb1max,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC9C,http://www.w3.org/2001/XMLSchema#double,Maximum available exciter field voltage (Vb1max). Typical value = 100.
http://iec.ch/TC57/2013/CIM-schema-cim16#PssPTIST1.t2,t2,http://iec.ch/TC57/2013/CIM-schema-cim16#PssPTIST1,http://www.w3.org/2001/XMLSchema#double,Time constant (<i>T2</i>) (&gt;= 0).  Typical value = 1.
http://iec.ch/TC57/2013/CIM-schema-cim16#PssIEEE4C.kl2,kl2,http://iec.ch/TC57/2013/CIM-schema-cim16#PssIEEE4C,http://www.w3.org/2001/XMLSchema#double,Low band differential filter gain (Kl2). Typical value = 66.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcNI.tr,tr,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcNI,http://www.w3.org/2001/XMLSchema#double,"Time constant (<i>Tr</i>) (&gt;= 0). Typical value = 0,02."
http://iec.ch/TC57/2013/CIM-schema-cim16#StatorCurrentLimIEEESCL2C.kiquel,kiquel,http://iec.ch/TC57/2013/CIM-schema-cim16#StatorCurrentLimIEEESCL2C,http://www.w3.org/2001/XMLSchema#double,Underexcited reactive current scaling factor (Kiquel) (>=0). Typical value = 1.
http://iec.ch/TC57/2013/CIM-schema-cim16#WindContPType4aIEC2.tpordp4a,tpordp4a,http://iec.ch/TC57/2013/CIM-schema-cim16#WindContPType4aIEC2,http://www.w3.org/2001/XMLSchema#double,Time constant in power order lag (<i>T</i><i><sub>pordp4A</sub></i>) (&gt;= 0). It is a type-dependent parameter.
http://iec.ch/TC57/2013/CIM-schema-cim16#StatcomIEC.WindContQIEC2,WindContQIEC2,http://iec.ch/TC57/2013/CIM-schema-cim16#StatcomIEC,http://iec.ch/TC57/2013/CIM-schema-cim16#WindContQIEC2,The wind Q control module part of the statcom model.
http://iec.ch/TC57/2013/CIM-schema-cim16#StatorCurrentLimIEEESCL2C.tdoel,tdoel,http://iec.ch/TC57/2013/CIM-schema-cim16#StatorCurrentLimIEEESCL2C,http://www.w3.org/2001/XMLSchema#double,"Overexcited PID regulator differential time constant (Tdoel) (>=0). Typical value = 0,1."
http://iec.ch/TC57/2013/CIM-schema-cim16#WindContQIEC.iqmin,iqmin,http://iec.ch/TC57/2013/CIM-schema-cim16#WindContQIEC,http://www.w3.org/2001/XMLSchema#double,Minimum reactive current injection (<i>i</i><i><sub>qmin</sub></i>) (&lt; WindContQIEC.iqmax). It is a type-dependent parameter.
http://iec.ch/TC57/2013/CIM-schema-cim16#GovIEEEHydroLL.rp,rp,http://iec.ch/TC57/2013/CIM-schema-cim16#GovIEEEHydroLL,http://www.w3.org/2001/XMLSchema#double,"Permanent droop (Rp). Typical value = 0,05."
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachineDetailed.saturationFactorQAxis,saturationFactorQAxis,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachineDetailed,http://www.w3.org/2001/XMLSchema#double,"Quadrature-axis saturation factor at rated terminal voltage (<i>S1q</i>) (&gt;= 0). Typical value = 0,02."
http://iec.ch/TC57/2013/CIM-schema-cim16#GovHydroPID2.atw,atw,http://iec.ch/TC57/2013/CIM-schema-cim16#GovHydroPID2,http://www.w3.org/2001/XMLSchema#double,Factor multiplying <i>Tw</i> (<i>Atw</i>).  Typical value = 0.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC10C.tc2,tc2,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC10C,http://www.w3.org/2001/XMLSchema#double,"Voltage regulator numerator (lead) time constant 2 (Tc2) (>=0). Typical value = 0,9."
http://iec.ch/TC57/2013/CIM-schema-cim16#GovGAST1.db1,db1,http://iec.ch/TC57/2013/CIM-schema-cim16#GovGAST1,http://www.w3.org/2001/XMLSchema#double,Intentional dead-band width (<i>db1</i>).  Unit = Hz.  Typical value = 0.
http://iec.ch/TC57/2013/CIM-schema-cim16#TurbIEEEHydroWCgen.trate,trate,http://iec.ch/TC57/2013/CIM-schema-cim16#TurbIEEEHydroWCgen,http://www.w3.org/2001/XMLSchema#double,Turbine rated power (0 => Trate=Prated of the generator) (Trate). Typical value = 0.
http://iec.ch/TC57/2013/CIM-schema-cim16#GovHydroWEH.fp3,fp3,http://iec.ch/TC57/2013/CIM-schema-cim16#GovHydroWEH,http://www.w3.org/2001/XMLSchema#double,Flow P3 (<i>Fp3</i>).  Turbine flow value for point 3 for lookup table representing PU mechanical power as a function of turbine flow.
http://iec.ch/TC57/2013/CIM-schema-cim16#GovCT2.plim10,plim10,http://iec.ch/TC57/2013/CIM-schema-cim16#GovCT2,http://www.w3.org/2001/XMLSchema#double,Power limit 10 (<i>Plim10</i>).  Typical value = 0.
http://iec.ch/TC57/2013/CIM-schema-cim16#WindGridMeasForProtection.dphimax,dphimax,http://iec.ch/TC57/2013/CIM-schema-cim16#WindGridMeasForProtection,http://www.w3.org/2001/XMLSchema#double,Maximum rate of change of frequency (<i>deltaPhi</i><i><sub>max</sub></i>). It is a type-dependent parameter.
http://iec.ch/TC57/2013/CIM-schema-cim16#WindContPType3IEC.zeta,zeta,http://iec.ch/TC57/2013/CIM-schema-cim16#WindContPType3IEC,http://www.w3.org/2001/XMLSchema#double,Coefficient for active drive train damping (<i>zeta</i>). It is a type-dependent parameter.
http://iec.ch/TC57/2013/CIM-schema-cim16#PssIEEE4B.kh17,kh17,http://iec.ch/TC57/2013/CIM-schema-cim16#PssIEEE4B,http://www.w3.org/2001/XMLSchema#double,High band first lead-lag blocks coefficient (<i>K</i><i><sub>H17</sub></i>).  Typical value = 1.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEST6B.klr,klr,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEST6B,http://www.w3.org/2001/XMLSchema#double,"Exciter output current limiter gain (<i>K</i><i><sub>LR</sub></i>) (&gt; 0).  Typical value = 17,33."
http://iec.ch/TC57/2013/CIM-schema-cim16#RemoteInputSignal.PowerSystemStabilizerDynamics,PowerSystemStabilizerDynamics,http://iec.ch/TC57/2013/CIM-schema-cim16#RemoteInputSignal,http://iec.ch/TC57/2013/CIM-schema-cim16#PowerSystemStabilizerDynamics,Power system stabilizer model using this remote input signal.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC1A.vrmin,vrmin,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC1A,http://www.w3.org/2001/XMLSchema#double,"Minimum voltage regulator outputs (<i>V</i><i><sub>RMIN</sub></i>) (&lt; 0).  Typical value = -5,43."
http://iec.ch/TC57/2013/CIM-schema-cim16#GovHydroPID.pmax,pmax,http://iec.ch/TC57/2013/CIM-schema-cim16#GovHydroPID,http://www.w3.org/2001/XMLSchema#double,"Maximum gate opening, PU of MWbase (<i>Pmax</i>) (&gt; GovHydroPID.pmin).  Typical value = 1."
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcPIC.ta3,ta3,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcPIC,http://www.w3.org/2001/XMLSchema#double,Lead time constant (<i>T</i><i><sub>a3</sub></i>) (&gt;= 0).  Typical value = 0.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEST6B.kci,kci,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEST6B,http://www.w3.org/2001/XMLSchema#double,"Exciter output current limit adjustment (<i>K</i><i><sub>CI</sub></i>) (&gt; 0).  Typical value = 1,0577."
http://iec.ch/TC57/2013/CIM-schema-cim16#GovIEEEHydroPID.tg,tg,http://iec.ch/TC57/2013/CIM-schema-cim16#GovIEEEHydroPID,http://www.w3.org/2001/XMLSchema#double,"Gate servo inverse of gain (Tg). Typical value = 0,5."
http://iec.ch/TC57/2013/CIM-schema-cim16#WeccREECD.vdi1i4,vdi1i4,http://iec.ch/TC57/2013/CIM-schema-cim16#WeccREECD,http://www.w3.org/2001/XMLSchema#double,Point 4 reactive current of a piecewise linear curve made up of ten pairs of V and I values and defines the reactive current limits in relation to value of voltage  (vdl1).
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC7B.kdr,kdr,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC7B,http://www.w3.org/2001/XMLSchema#double,Voltage regulator derivative gain (<i>K</i><i><sub>DR</sub></i>) (&gt;= 0).  Typical value = 0.
http://iec.ch/TC57/2013/CIM-schema-cim16#WeccREGCA.iolim,iolim,http://iec.ch/TC57/2013/CIM-schema-cim16#WeccREGCA,http://www.w3.org/2001/XMLSchema#double,"Current limit for high voltage clamp logic (Iolim). Typical value = -1,1."
http://iec.ch/TC57/2013/CIM-schema-cim16#ServiceSettings.randomizedDelay,randomizedDelay,http://iec.ch/TC57/2013/CIM-schema-cim16#ServiceSettings,http://www.w3.org/2001/XMLSchema#double,Enter service radomized delay is an optional feature in IEEE Std 1547-2018 (ES_RANDOMIZED_DELAY) (>=0). Typical value = 300.
http://iec.ch/TC57/2013/CIM-schema-cim16#GovSteamFV2.vmax,vmax,http://iec.ch/TC57/2013/CIM-schema-cim16#GovSteamFV2,http://www.w3.org/2001/XMLSchema#double,(<i>Vmax</i>) (&gt; GovSteamFV2.vmin).
http://iec.ch/TC57/2013/CIM-schema-cim16#UnderexcLimIEEEUEL2C.p2,p2,http://iec.ch/TC57/2013/CIM-schema-cim16#UnderexcLimIEEEUEL2C,http://www.w3.org/2001/XMLSchema#double,"UEL lookup table real power (third point) (P2). Typical value = 0,6."
http://iec.ch/TC57/2013/CIM-schema-cim16#WindContRotorRIEC.kprr,kprr,http://iec.ch/TC57/2013/CIM-schema-cim16#WindContRotorRIEC,http://www.w3.org/2001/XMLSchema#double,Proportional gain in rotor resistance PI controller (<i>K</i><i><sub>Prr</sub></i>). It is a type-dependent parameter.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC9C.te,te,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC9C,http://www.w3.org/2001/XMLSchema#double,Exciter field time constant (Te) (>=0). Typical value = 1.
http://iec.ch/TC57/2013/CIM-schema-cim16#GovIEEEHydroDD.pmin,pmin,http://iec.ch/TC57/2013/CIM-schema-cim16#GovIEEEHydroDD,http://www.w3.org/2001/XMLSchema#double,Minimum gate opening (Pmin). Typical value = 0.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcSK.tc,tc,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcSK,http://www.w3.org/2001/XMLSchema#double,PI controller phase lead time constant (<i>Tc</i>) (&gt;= 0).  Typical value = 8.
http://iec.ch/TC57/2013/CIM-schema-cim16#GovGAST3.kac,kac,http://iec.ch/TC57/2013/CIM-schema-cim16#GovGAST3,http://www.w3.org/2001/XMLSchema#double,Fuel system feedback (<i>K</i><i><sub>AC</sub></i>).  Typical value = 0.
http://iec.ch/TC57/2013/CIM-schema-cim16#WindDynamicsLookupTable.WindPlantFreqPcontrolIEC,WindPlantFreqPcontrolIEC,http://iec.ch/TC57/2013/CIM-schema-cim16#WindDynamicsLookupTable,http://iec.ch/TC57/2013/CIM-schema-cim16#WindPlantFreqPcontrolIEC,The frequency and active power wind plant control model with which this wind dynamics lookup table is associated.
http://iec.ch/TC57/2013/CIM-schema-cim16#GovSteamFV4.kit,kit,http://iec.ch/TC57/2013/CIM-schema-cim16#GovSteamFV4,http://www.w3.org/2001/XMLSchema#double,"Integral gain of electro-hydraulic regulator (<i>Kit</i>).  Typical value = 0,04."
http://iec.ch/TC57/2013/CIM-schema-cim16#SVSMO3.uv2,uv2,http://iec.ch/TC57/2013/CIM-schema-cim16#SVSMO3,http://www.w3.org/2001/XMLSchema#double,"Voltage below which the STATCOM is blocked (UV2). Typical value = 0,2."
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC10C.tuc2,tuc2,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEAC10C,http://www.w3.org/2001/XMLSchema#double,"UEL regulator numerator (lead) time constant 2 (Tuc2) (>=0). Typical value = 0,9."
http://iec.ch/TC57/2013/CIM-schema-cim16#UnderexcLimIEEE1.tu2,tu2,http://iec.ch/TC57/2013/CIM-schema-cim16#UnderexcLimIEEE1,http://www.w3.org/2001/XMLSchema#double,"UEL lag time constant (<i>T</i><i><sub>U2</sub></i>) (&gt;= 0).  Typical value = 0,05."
http://iec.ch/TC57/2013/CIM-schema-cim16#VoltageTripSettings.ov2TripT,ov2TripT,http://iec.ch/TC57/2013/CIM-schema-cim16#VoltageTripSettings,http://www.w3.org/2001/XMLSchema#double,"Must trip duration (OV2_TRIP_T) (>=0). Typical value = 0,16."
http://iec.ch/TC57/2013/CIM-schema-cim16#PssIEEE3C.a6,a6,http://iec.ch/TC57/2013/CIM-schema-cim16#PssIEEE3C,http://www.w3.org/2001/XMLSchema#double,PSS numerator coefficient (second block) (A6). Typical value = 0.
http://iec.ch/TC57/2013/CIM-schema-cim16#GovHydroIEEE2.uo,uo,http://iec.ch/TC57/2013/CIM-schema-cim16#GovHydroIEEE2,http://www.w3.org/2001/XMLSchema#double,"Maximum gate opening velocity (<i>Uo</i>).  Unit = PU / s.  Typical value = 0,1."
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcAC8B.ve2,ve2,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcAC8B,http://www.w3.org/2001/XMLSchema#double,Exciter alternator output voltages back of commutating reactance at which saturation is defined (<i>Ve</i><i><sub>2</sub></i>) (&gt; 0).  Typical value = 9.
http://iec.ch/TC57/2013/CIM-schema-cim16#GovCIGREGT.tlimit,tlimit,http://iec.ch/TC57/2013/CIM-schema-cim16#GovCIGREGT,http://www.w3.org/2001/XMLSchema#double,"Load limiter reference value (Tlimit). Typical value = 0,9167."
http://iec.ch/TC57/2013/CIM-schema-cim16#WeccREGCA.ivpnt0,ivpnt0,http://iec.ch/TC57/2013/CIM-schema-cim16#WeccREGCA,http://www.w3.org/2001/XMLSchema#double,"Minimum low voltage active current breakpoint (lvpnt0). Typical value = 0,4."
http://iec.ch/TC57/2013/CIM-schema-cim16#WindContCurrLimIEC.tufiltcl,tufiltcl,http://iec.ch/TC57/2013/CIM-schema-cim16#WindContCurrLimIEC,http://www.w3.org/2001/XMLSchema#double,Voltage measurement filter time constant (<i>T</i><i><sub>ufiltcl</sub></i>) (&gt;= 0). It is a type-dependent parameter.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEST6B.kia,kia,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEST6B,http://www.w3.org/2001/XMLSchema#double,"Voltage regulator integral gain (<i>K</i><i><sub>IA</sub></i>) (&gt; 0).  Typical value = 45,094."
http://iec.ch/TC57/2013/CIM-schema-cim16#PFVArType1CIEEEPFController.vvtmin,vvtmin,http://iec.ch/TC57/2013/CIM-schema-cim16#PFVArType1CIEEEPFController,http://www.w3.org/2001/XMLSchema#double,"Power factor controller minimum terminal voltage limit (Vvtmin). Typical value = 0,95."
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcAC2A.kd,kd,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcAC2A,http://www.w3.org/2001/XMLSchema#double,"Demagnetizing factor, a function of exciter alternator reactances (<i>Kd</i>) (&gt;= 0).  Typical value = 0,35."
http://iec.ch/TC57/2013/CIM-schema-cim16#WeccWTGIBFFRA.tpeak2,tpeak2,http://iec.ch/TC57/2013/CIM-schema-cim16#WeccWTGIBFFRA,http://www.w3.org/2001/XMLSchema#double,Point 2 Tpeak (>=0). Typical range from 1 to 2.
http://iec.ch/TC57/2013/CIM-schema-cim16#PssIEEE2C.inputSignal2Kind,inputSignal2Kind,http://iec.ch/TC57/2013/CIM-schema-cim16#PssIEEE2C,http://www.w3.org/2001/XMLSchema#string,Type of input signal #2 (generatorElectricalPower).  Typical value = generatorElectricalPower.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcAC8B.kir,kir,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcAC8B,http://www.w3.org/2001/XMLSchema#double,Voltage regulator integral gain (<i>Kir</i>) (&gt;= 0).  Typical value = 5.
http://iec.ch/TC57/2013/CIM-schema-cim16#WattVarSettings.curveQ1gen,curveQ1gen,http://iec.ch/TC57/2013/CIM-schema-cim16#WattVarSettings,http://www.w3.org/2001/XMLSchema#double,"Lower reactive power while generating (QP_CURVE_Q1_GEN). Per unit value based on NP_Q_MAX_INJ or NP_Q_MAX_ABS. Negative signs should not be used but if present, indicates absorbing VAr. Typical value = 0."
http://iec.ch/TC57/2013/CIM-schema-cim16#GovHydroWEH.dicn,dicn,http://iec.ch/TC57/2013/CIM-schema-cim16#GovHydroWEH,http://www.w3.org/2001/XMLSchema#double,Value to allow the integral controller to advance beyond the gate limits (<i>Dicn</i>).
http://iec.ch/TC57/2013/CIM-schema-cim16#WeccREECD.kvp,kvp,http://iec.ch/TC57/2013/CIM-schema-cim16#WeccREECD,http://www.w3.org/2001/XMLSchema#double,Proportional gain (Kvp). Typical value = 1.
http://iec.ch/TC57/2013/CIM-schema-cim16#DiscExcContIEEEDEC2A.td1,td1,http://iec.ch/TC57/2013/CIM-schema-cim16#DiscExcContIEEEDEC2A,http://www.w3.org/2001/XMLSchema#double,Discontinuous controller time constant (<i>T</i><i><sub>D1</sub></i>) (&gt;= 0). 
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcREXS.kip,kip,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcREXS,http://www.w3.org/2001/XMLSchema#double,Field current regulator proportional gain (<i>Kip</i>).  Typical value = 1.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEST4C.vsclInputKind,vsclInputKind,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcIEEEST4C,http://www.w3.org/2001/XMLSchema#string,Alternate SCL input locations (Vscl).
http://iec.ch/TC57/2013/CIM-schema-cim16#WindRefFrameRotIEC.upll2,upll2,http://iec.ch/TC57/2013/CIM-schema-cim16#WindRefFrameRotIEC,http://www.w3.org/2001/XMLSchema#double,Voltage (<i>u</i><i><sub>PLL2</sub></i>) below which the angle of the voltage is frozen if <i>u</i><i><sub>PLL2</sub></i><sub> </sub>is smaller or equal to <i>u</i><i><sub>PLL1</sub></i> . It is a type-dependent parameter.
http://iec.ch/TC57/2013/CIM-schema-cim16#GovIEEEHydroLL.gmin,gmin,http://iec.ch/TC57/2013/CIM-schema-cim16#GovIEEEHydroLL,http://www.w3.org/2001/XMLSchema#double,Minimum governor output (Gmin). Typical value = 0.
http://iec.ch/TC57/2013/CIM-schema-cim16#WindTurbineType3or4IEC.WindProtectionIEC,WindProtectionIEC,http://iec.ch/TC57/2013/CIM-schema-cim16#WindTurbineType3or4IEC,http://iec.ch/TC57/2013/CIM-schema-cim16#WindProtectionIEC,Wind turbune protection model associated with this wind generator type 3 or type 4 model.
http://iec.ch/TC57/2013/CIM-schema-cim16#WeccREPCC.fdbd2,fdbd2,http://iec.ch/TC57/2013/CIM-schema-cim16#WeccREPCC,http://www.w3.org/2001/XMLSchema#double,"Frequency deadband upside (fdbd2). Typical value = 0,0006."
http://iec.ch/TC57/2013/CIM-schema-cim16#GovHydroWEH.kd,kd,http://iec.ch/TC57/2013/CIM-schema-cim16#GovHydroWEH,http://www.w3.org/2001/XMLSchema#double,Derivative controller derivative gain (<i>Kd</i>).
http://iec.ch/TC57/2013/CIM-schema-cim16#ExcDC2A.seefd2,seefd2,http://iec.ch/TC57/2013/CIM-schema-cim16#ExcDC2A,http://www.w3.org/2001/XMLSchema#double,"Exciter saturation function value at the corresponding exciter voltage, <i>Efd</i><i><sub>2</sub></i> (<i>Se[Efd</i><i><sub>2</sub></i><i>]</i>) (&gt;= 0).  Typical value = 0,117."
