property,label,domain,range,comment
http://iec.ch/TC57/2013/CIM-schema-cim16#FunctionDescriptor.UpperLimit,UpperLimit,http://iec.ch/TC57/2013/CIM-schema-cim16#FunctionDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#LimiterDescriptor,The upper limit of the limiter descriptor.
http://iec.ch/TC57/2013/CIM-schema-cim16#FunctionDescriptor.describedByArtifact,describedByArtifact,http://iec.ch/TC57/2013/CIM-schema-cim16#FunctionDescriptor,http://www.w3.org/2001/XMLSchema#boolean,"Identifies if the function descriptor is described by an artifact. If true, the function is described by an artifact. If false the equation shall be described by the attribute equation."
http://iec.ch/TC57/2013/CIM-schema-cim16#FunctionDescriptor.equation,equation,http://iec.ch/TC57/2013/CIM-schema-cim16#FunctionDescriptor,http://www.w3.org/2001/XMLSchema#string,"Mathematical expression of the function in the specified language. A function can be e.g. first-order lag element, more complex transfer function, etc."
http://iec.ch/TC57/2013/CIM-schema-cim16#FunctionDescriptor.equationLanguageKind,equationLanguageKind,http://iec.ch/TC57/2013/CIM-schema-cim16#FunctionDescriptor,http://www.w3.org/2001/XMLSchema#string,Describes what kind of language is used to describe the equation.
http://iec.ch/TC57/2013/CIM-schema-cim16#FunctionDescriptor.initialConditionsEquation,initialConditionsEquation,http://iec.ch/TC57/2013/CIM-schema-cim16#FunctionDescriptor,http://www.w3.org/2001/XMLSchema#string,Mathematical expression (in the specified language) of the initial conditions of the function descriptor. 
http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject.description,description,http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject,http://www.w3.org/2001/XMLSchema#string,The description is a free human readable text describing or naming the object. It may be non unique and may not correlate to a naming hierarchy.
http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject.mRID,mRID,http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject,http://www.w3.org/2001/XMLSchema#string,"Master resource identifier issued by a model authority. The mRID is unique within an exchange context. Global uniqueness is easily achieved by using a UUID, as specified in RFC 4122, for the mRID. The use of UUID is strongly recommended.
For CIMXML data files in RDF syntax conforming to IEC 61970-552, the mRID is mapped to rdf:ID or rdf:about attributes that identify CIM object elements."
http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject.name,name,http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject,http://www.w3.org/2001/XMLSchema#string,The name is any free human readable and possibly non unique text naming the object.
http://iec.ch/TC57/2013/CIM-schema-cim16#InputOutputDescriptor.FunctionDescriptor,FunctionDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#InputOutputDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#FunctionDescriptor,The function descriptor that has this input and output descriptor.
http://iec.ch/TC57/2013/CIM-schema-cim16#InputOutputDescriptor.InputSignal,InputSignal,http://iec.ch/TC57/2013/CIM-schema-cim16#InputOutputDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#SignalDescriptor,The input signal for this input descriptor.
http://iec.ch/TC57/2013/CIM-schema-cim16#InputOutputDescriptor.LimiterDescriptor,LimiterDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#InputOutputDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#LimiterDescriptor,The limiter descriptor that has input and output descriptor.
http://iec.ch/TC57/2013/CIM-schema-cim16#InputOutputDescriptor.OperatorDescriptor,OperatorDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#InputOutputDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#OperatorDescriptor,The operator descriptor that has input and output descriptor.
http://iec.ch/TC57/2013/CIM-schema-cim16#InputOutputDescriptor.OutputSignal,OutputSignal,http://iec.ch/TC57/2013/CIM-schema-cim16#InputOutputDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#SignalDescriptor,The output signal for this output descriptor.
http://iec.ch/TC57/2013/CIM-schema-cim16#LimiterDescriptor.InputOutputDescriptor,InputOutputDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#LimiterDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#InputOutputDescriptor,The input and output descriptor that belongs to the limiter descriptor.
http://iec.ch/TC57/2013/CIM-schema-cim16#LimiterDescriptor.LowerLimitFunction,LowerLimitFunction,http://iec.ch/TC57/2013/CIM-schema-cim16#LimiterDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#FunctionDescriptor,The function fo the lower limit.
http://iec.ch/TC57/2013/CIM-schema-cim16#LimiterDescriptor.UpperLimitFunction,UpperLimitFunction,http://iec.ch/TC57/2013/CIM-schema-cim16#LimiterDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#FunctionDescriptor,The function for the upper limit.
http://iec.ch/TC57/2013/CIM-schema-cim16#OperatorDescriptor.InputOutputDescriptor,InputOutputDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#OperatorDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#InputOutputDescriptor,The input and otput descriptor that belongs to the  operator descriptor.
http://iec.ch/TC57/2013/CIM-schema-cim16#OperatorDescriptor.logicalKind,logicalKind,http://iec.ch/TC57/2013/CIM-schema-cim16#OperatorDescriptor,http://www.w3.org/2001/XMLSchema#string,Logical kind of the operator. Used only if operatorKind is set to OperatorDescriptorKind.logical.
http://iec.ch/TC57/2013/CIM-schema-cim16#OperatorDescriptor.operatorKind,operatorKind,http://iec.ch/TC57/2013/CIM-schema-cim16#OperatorDescriptor,http://www.w3.org/2001/XMLSchema#string,Kinds of operator.
http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor.FunctionDescriptor,FunctionDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor,http://iec.ch/TC57/2013/CIM-schema-cim16#FunctionDescriptor,The function descriptor that has parameter descriptor.
http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor.constraintKind,constraintKind,http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor,http://www.w3.org/2001/XMLSchema#string,The kind for the constraint.
http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor.constraintValue,constraintValue,http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor,http://www.w3.org/2001/XMLSchema#double,"The value of the constraint. Used in all cases except when constraint kind is ""custom""."
http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor.engineeringUnit,engineeringUnit,http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor,http://www.w3.org/2001/XMLSchema#string,The engineering unit of the value.
http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor.kind,kind,http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor,http://www.w3.org/2001/XMLSchema#string,The kind of the parameter.
http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor.referenceCustomConstraint,referenceCustomConstraint,http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor,http://iec.ch/TC57/2013/CIM-schema-cim16#IRI,"Provides the reference to a custom constraint related to this parameter. It is used for more complex constraints that are not possible to express by attributes constraintKind and constraintValue. The reference is and IRI to a description of the constraint that conform to specific language for describing constraints, e.g. SHACL. "
http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor.sequenceNumber,sequenceNumber,http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor,http://www.w3.org/2001/XMLSchema#integer,Sequence number of the parameter among the set of parameters associated with the related proprietary user-defined model.
http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor.typicalValue,typicalValue,http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor,http://www.w3.org/2001/XMLSchema#string,Typical value for the parameter. The datatype is as specified in attribute valueXSDdatatype.
http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor.typicalValueRangeMax,typicalValueRangeMax,http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor,http://www.w3.org/2001/XMLSchema#double,Maximum value (upper end of the range) of the typical range. 
http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor.typicalValueRangeMin,typicalValueRangeMin,http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor,http://www.w3.org/2001/XMLSchema#double,Minimum value (lower end of the range) of the typical range. 
http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor.valueXSDdatatype,valueXSDdatatype,http://iec.ch/TC57/2013/CIM-schema-cim16#ParameterDesctiptor,http://www.w3.org/2001/XMLSchema#string,The XSD datatype of the value.
http://iec.ch/TC57/2013/CIM-schema-cim16#SignalDescriptor.ACDCTerminal,ACDCTerminal,http://iec.ch/TC57/2013/CIM-schema-cim16#SignalDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#ACDCTerminal,Th eterminal for this signal descriptor.
http://iec.ch/TC57/2013/CIM-schema-cim16#SignalDescriptor.DynamicsFunctionBlock,DynamicsFunctionBlock,http://iec.ch/TC57/2013/CIM-schema-cim16#SignalDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#DynamicsFunctionBlock,The dynamics function block to which this signal belongs to.
http://iec.ch/TC57/2013/CIM-schema-cim16#SignalDescriptor.InputDescriptor,InputDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#SignalDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#InputOutputDescriptor,The input of the input descriptor that has this signal descriptor.
http://iec.ch/TC57/2013/CIM-schema-cim16#SignalDescriptor.OutputDescriptor,OutputDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#SignalDescriptor,http://iec.ch/TC57/2013/CIM-schema-cim16#InputOutputDescriptor,The output of this input and output desciptor that has a signal descriptor.
http://iec.ch/TC57/2013/CIM-schema-cim16#SignalDescriptor.isSignalInverted,isSignalInverted,http://iec.ch/TC57/2013/CIM-schema-cim16#SignalDescriptor,http://www.w3.org/2001/XMLSchema#boolean,"Indicates if the signal is inverted. True means the signal is inverted, i.e. multiplied by -1. False means the signal is not inverted."
