property,label,domain,range,comment
http://iec.ch/TC57/2013/CIM-schema-cim16#AsynchronousMachine.reversible,reversible,http://iec.ch/TC57/2013/CIM-schema-cim16#AsynchronousMachine,http://www.w3.org/2001/XMLSchema#boolean,Indicates for converter drive motors if the power can be reversible. Used for short circuit data exchange according to IEC 60909.
http://iec.ch/TC57/2013/CIM-schema-cim16#AsynchronousMachine.rxLockedRotorRatio,rxLockedRotorRatio,http://iec.ch/TC57/2013/CIM-schema-cim16#AsynchronousMachine,http://www.w3.org/2001/XMLSchema#double,Locked rotor ratio (R/X). Used for short circuit data exchange according to IEC 60909.
http://iec.ch/TC57/2013/CIM-schema-cim16#BusbarSection.ipMax,ipMax,http://iec.ch/TC57/2013/CIM-schema-cim16#BusbarSection,http://www.w3.org/2001/XMLSchema#double,"Maximum allowable peak short-circuit current of busbar (Ipmax in IEC 60909-0). 
Mechanical limit of the busbar in the substation itself. Used for short circuit data exchange according to IEC 60909."
http://iec.ch/TC57/2013/CIM-schema-cim16#EarthFaultCompensator.r,r,http://iec.ch/TC57/2013/CIM-schema-cim16#EarthFaultCompensator,http://www.w3.org/2001/XMLSchema#double,Nominal resistance of device.
http://iec.ch/TC57/2013/CIM-schema-cim16#EnergySource.r,r,http://iec.ch/TC57/2013/CIM-schema-cim16#EnergySource,http://www.w3.org/2001/XMLSchema#double,Positive sequence Thevenin resistance.
http://iec.ch/TC57/2013/CIM-schema-cim16#EnergySource.r0,r0,http://iec.ch/TC57/2013/CIM-schema-cim16#EnergySource,http://www.w3.org/2001/XMLSchema#double,Zero sequence Thevenin resistance.
http://iec.ch/TC57/2013/CIM-schema-cim16#EnergySource.rn,rn,http://iec.ch/TC57/2013/CIM-schema-cim16#EnergySource,http://www.w3.org/2001/XMLSchema#double,Negative sequence Thevenin resistance.
http://iec.ch/TC57/2013/CIM-schema-cim16#EnergySource.x,x,http://iec.ch/TC57/2013/CIM-schema-cim16#EnergySource,http://www.w3.org/2001/XMLSchema#double,Positive sequence Thevenin reactance.
http://iec.ch/TC57/2013/CIM-schema-cim16#EnergySource.x0,x0,http://iec.ch/TC57/2013/CIM-schema-cim16#EnergySource,http://www.w3.org/2001/XMLSchema#double,Zero sequence Thevenin reactance.
http://iec.ch/TC57/2013/CIM-schema-cim16#EnergySource.xn,xn,http://iec.ch/TC57/2013/CIM-schema-cim16#EnergySource,http://www.w3.org/2001/XMLSchema#double,Negative sequence Thevenin reactance.
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch.negativeR12,negativeR12,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch,http://www.w3.org/2001/XMLSchema#double,"Negative sequence series resistance from terminal sequence  1 to terminal sequence 2. Used for short circuit data exchange according to IEC 60909.
EquivalentBranch is a result of network reduction prior to the data exchange."
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch.negativeR21,negativeR21,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch,http://www.w3.org/2001/XMLSchema#double,"Negative sequence series resistance from terminal sequence 2 to terminal sequence 1. Used for short circuit data exchange according to IEC 60909.
EquivalentBranch is a result of network reduction prior to the data exchange."
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch.negativeX12,negativeX12,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch,http://www.w3.org/2001/XMLSchema#double,"Negative sequence series reactance from terminal sequence  1 to terminal sequence 2. Used for short circuit data exchange according to IEC 60909.
Usage : EquivalentBranch is a result of network reduction prior to the data exchange."
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch.negativeX21,negativeX21,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch,http://www.w3.org/2001/XMLSchema#double,"Negative sequence series reactance from terminal sequence 2 to terminal sequence 1. Used for short circuit data exchange according to IEC 60909.
Usage: EquivalentBranch is a result of network reduction prior to the data exchange."
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch.positiveR12,positiveR12,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch,http://www.w3.org/2001/XMLSchema#double,"Positive sequence series resistance from terminal sequence  1 to terminal sequence 2 . Used for short circuit data exchange according to IEC 60909. 
EquivalentBranch is a result of network reduction prior to the data exchange. "
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch.positiveR21,positiveR21,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch,http://www.w3.org/2001/XMLSchema#double,"Positive sequence series resistance from terminal sequence 2 to terminal sequence 1. Used for short circuit data exchange according to IEC 60909.
EquivalentBranch is a result of network reduction prior to the data exchange."
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch.positiveX12,positiveX12,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch,http://www.w3.org/2001/XMLSchema#double,"Positive sequence series reactance from terminal sequence  1 to terminal sequence 2. Used for short circuit data exchange according to IEC 60909.
Usage : EquivalentBranch is a result of network reduction prior to the data exchange."
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch.positiveX21,positiveX21,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch,http://www.w3.org/2001/XMLSchema#double,"Positive sequence series reactance from terminal sequence 2 to terminal sequence 1. Used for short circuit data exchange according to IEC 60909.
Usage : EquivalentBranch is a result of network reduction prior to the data exchange."
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch.zeroR12,zeroR12,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch,http://www.w3.org/2001/XMLSchema#double,"Zero sequence series resistance from terminal sequence  1 to terminal sequence 2. Used for short circuit data exchange according to IEC 60909.
EquivalentBranch is a result of network reduction prior to the data exchange."
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch.zeroR21,zeroR21,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch,http://www.w3.org/2001/XMLSchema#double,"Zero sequence series resistance from terminal sequence  2 to terminal sequence 1. Used for short circuit data exchange according to IEC 60909.
Usage : EquivalentBranch is a result of network reduction prior to the data exchange."
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch.zeroX12,zeroX12,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch,http://www.w3.org/2001/XMLSchema#double,"Zero sequence series reactance from terminal sequence  1 to terminal sequence 2. Used for short circuit data exchange according to IEC 60909.
Usage : EquivalentBranch is a result of network reduction prior to the data exchange."
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch.zeroX21,zeroX21,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentBranch,http://www.w3.org/2001/XMLSchema#double,"Zero sequence series reactance from terminal sequence 2 to terminal sequence 1. Used for short circuit data exchange according to IEC 60909.
Usage : EquivalentBranch is a result of network reduction prior to the data exchange."
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentInjection.r,r,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentInjection,http://www.w3.org/2001/XMLSchema#double,"Positive sequence resistance. Used to represent Extended-Ward (IEC 60909).
Usage : Extended-Ward is a result of network reduction prior to the data exchange. "
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentInjection.r0,r0,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentInjection,http://www.w3.org/2001/XMLSchema#double,"Zero sequence resistance. Used to represent Extended-Ward (IEC 60909).
Usage : Extended-Ward is a result of network reduction prior to the data exchange. "
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentInjection.r2,r2,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentInjection,http://www.w3.org/2001/XMLSchema#double,"Negative sequence resistance. Used to represent Extended-Ward (IEC 60909).
Usage : Extended-Ward is a result of network reduction prior to the data exchange. "
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentInjection.x,x,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentInjection,http://www.w3.org/2001/XMLSchema#double,"Positive sequence reactance. Used to represent Extended-Ward (IEC 60909).
Usage : Extended-Ward is a result of network reduction prior to the data exchange. "
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentInjection.x0,x0,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentInjection,http://www.w3.org/2001/XMLSchema#double,"Zero sequence reactance. Used to represent Extended-Ward (IEC 60909).
Usage : Extended-Ward is a result of network reduction prior to the data exchange. "
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentInjection.x2,x2,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentInjection,http://www.w3.org/2001/XMLSchema#double,"Negative sequence reactance. Used to represent Extended-Ward (IEC 60909).
Usage : Extended-Ward is a result of network reduction prior to the data exchange. "
http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection.ikSecond,ikSecond,http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection,http://www.w3.org/2001/XMLSchema#boolean,"Indicates whether initial symmetrical short-circuit current and power have been calculated according to IEC (Ik"").  Used only if short circuit calculations are done according to superposition method."
http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection.maxInitialSymShCCurrent,maxInitialSymShCCurrent,http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection,http://www.w3.org/2001/XMLSchema#double,"  Maximum initial symmetrical short-circuit currents (Ik"" max) in A (Ik"" = Sk""/(SQRT(3) Un)). Used for short circuit data exchange according to IEC 60909."
http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection.maxR0ToX0Ratio,maxR0ToX0Ratio,http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection,http://www.w3.org/2001/XMLSchema#double,Maximum ratio of zero sequence resistance of Network Feeder to its zero sequence reactance (R(0)/X(0) max). Used for short circuit data exchange according to IEC 60909.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection.maxR1ToX1Ratio,maxR1ToX1Ratio,http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection,http://www.w3.org/2001/XMLSchema#double,Maximum ratio of positive sequence resistance of Network Feeder to its positive sequence reactance (R(1)/X(1) max). Used for short circuit data exchange according to IEC 60909.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection.maxZ0ToZ1Ratio,maxZ0ToZ1Ratio,http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection,http://www.w3.org/2001/XMLSchema#double,Maximum ratio of zero sequence impedance to its positive sequence impedance (Z(0)/Z(1) max). Used for short circuit data exchange according to IEC 60909.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection.minInitialSymShCCurrent,minInitialSymShCCurrent,http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection,http://www.w3.org/2001/XMLSchema#double,"Minimum initial symmetrical short-circuit currents (Ik"" min) in A (Ik"" = Sk""/(SQRT(3) Un)). Used for short circuit data exchange according to IEC 60909."
http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection.minR0ToX0Ratio,minR0ToX0Ratio,http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection,http://www.w3.org/2001/XMLSchema#double,"Indicates whether initial symmetrical short-circuit current and power have been calculated according to IEC (Ik""). Used for short circuit data exchange according to IEC 6090."
http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection.minR1ToX1Ratio,minR1ToX1Ratio,http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection,http://www.w3.org/2001/XMLSchema#double,Minimum ratio of positive sequence resistance of Network Feeder to its positive sequence reactance (R(1)/X(1) min). Used for short circuit data exchange according to IEC 60909.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection.minZ0ToZ1Ratio,minZ0ToZ1Ratio,http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection,http://www.w3.org/2001/XMLSchema#double,Minimum ratio of zero sequence impedance to its positive sequence impedance (Z(0)/Z(1) min). Used for short circuit data exchange according to IEC 60909.
http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection.voltageFactor,voltageFactor,http://iec.ch/TC57/2013/CIM-schema-cim16#ExternalNetworkInjection,http://www.w3.org/2001/XMLSchema#double,"Voltage factor in pu, which was used to calculate short-circuit current Ik"" and power Sk"".  Used only if short circuit calculations are done according to superposition method."
http://iec.ch/TC57/2013/CIM-schema-cim16#GroundingImpedance.x,x,http://iec.ch/TC57/2013/CIM-schema-cim16#GroundingImpedance,http://www.w3.org/2001/XMLSchema#double,Reactance of device.
http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject.mRID,mRID,http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject,http://www.w3.org/2001/XMLSchema#string,"Master resource identifier issued by a model authority. The mRID is unique within an exchange context. Global uniqueness is easily achieved by using a UUID, as specified in RFC 4122, for the mRID. The use of UUID is strongly recommended.
For CIMXML data files in RDF syntax conforming to IEC 61970-552, the mRID is mapped to rdf:ID or rdf:about attributes that identify CIM object elements."
http://iec.ch/TC57/2013/CIM-schema-cim16#LinearShuntCompensator.b0PerSection,b0PerSection,http://iec.ch/TC57/2013/CIM-schema-cim16#LinearShuntCompensator,http://www.w3.org/2001/XMLSchema#double,Zero sequence shunt (charging) susceptance per section.
http://iec.ch/TC57/2013/CIM-schema-cim16#LinearShuntCompensator.g0PerSection,g0PerSection,http://iec.ch/TC57/2013/CIM-schema-cim16#LinearShuntCompensator,http://www.w3.org/2001/XMLSchema#double,Zero sequence shunt (charging) conductance per section.
http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling.First_Terminal,First_Terminal,http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling,http://iec.ch/TC57/2013/CIM-schema-cim16#Terminal,The starting terminal for the calculation of distances along the first branch of the mutual coupling.  Normally MutualCoupling would only be used for terminals of AC line segments.  The first and second terminals of a mutual coupling should point to different AC line segments.
http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling.Second_Terminal,Second_Terminal,http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling,http://iec.ch/TC57/2013/CIM-schema-cim16#Terminal,The starting terminal for the calculation of distances along the second branch of the mutual coupling.
http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling.b0ch,b0ch,http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling,http://www.w3.org/2001/XMLSchema#double,"Zero sequence mutual coupling shunt (charging) susceptance, uniformly distributed, of the entire line section."
http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling.distance11,distance11,http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling,http://www.w3.org/2001/XMLSchema#double,Distance to the start of the coupled region from the first line's terminal having sequence number equal to 1.
http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling.distance12,distance12,http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling,http://www.w3.org/2001/XMLSchema#double,Distance to the end of the coupled region from the first line's terminal with sequence number equal to 1.
http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling.distance21,distance21,http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling,http://www.w3.org/2001/XMLSchema#double,Distance to the start of coupled region from the second line's terminal with sequence number equal to 1.
http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling.distance22,distance22,http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling,http://www.w3.org/2001/XMLSchema#double,Distance to the end of coupled region from the second line's terminal with sequence number equal to 1.
http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling.g0ch,g0ch,http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling,http://www.w3.org/2001/XMLSchema#double,"Zero sequence mutual coupling shunt (charging) conductance, uniformly distributed, of the entire line section."
http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling.r0,r0,http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling,http://www.w3.org/2001/XMLSchema#double,"Zero sequence branch-to-branch mutual impedance coupling, resistance."
http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling.x0,x0,http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling,http://www.w3.org/2001/XMLSchema#double,"Zero sequence branch-to-branch mutual impedance coupling, reactance."
http://iec.ch/TC57/2013/CIM-schema-cim16#NonlinearShuntCompensatorPoint.b0,b0,http://iec.ch/TC57/2013/CIM-schema-cim16#NonlinearShuntCompensatorPoint,http://www.w3.org/2001/XMLSchema#double,Zero sequence shunt (charging) susceptance per section.
http://iec.ch/TC57/2013/CIM-schema-cim16#NonlinearShuntCompensatorPoint.g0,g0,http://iec.ch/TC57/2013/CIM-schema-cim16#NonlinearShuntCompensatorPoint,http://www.w3.org/2001/XMLSchema#double,Zero sequence shunt (charging) conductance per section.
http://iec.ch/TC57/2013/CIM-schema-cim16#PetersenCoil.mode,mode,http://iec.ch/TC57/2013/CIM-schema-cim16#PetersenCoil,http://www.w3.org/2001/XMLSchema#string,The mode of operation of the Petersen coil.
http://iec.ch/TC57/2013/CIM-schema-cim16#PetersenCoil.nominalU,nominalU,http://iec.ch/TC57/2013/CIM-schema-cim16#PetersenCoil,http://www.w3.org/2001/XMLSchema#double,The nominal voltage for which the coil is designed.
http://iec.ch/TC57/2013/CIM-schema-cim16#PetersenCoil.offsetCurrent,offsetCurrent,http://iec.ch/TC57/2013/CIM-schema-cim16#PetersenCoil,http://www.w3.org/2001/XMLSchema#double,The offset current that the Petersen coil controller is operating from the resonant point.  This is normally a fixed amount for which the controller is configured and could be positive or negative.  Typically 0 to 60 A depending on voltage and resonance conditions.
http://iec.ch/TC57/2013/CIM-schema-cim16#PetersenCoil.positionCurrent,positionCurrent,http://iec.ch/TC57/2013/CIM-schema-cim16#PetersenCoil,http://www.w3.org/2001/XMLSchema#double,The control current used to control the Petersen coil also known as the position current.  Typically in the range of 20 mA to 200 mA.
http://iec.ch/TC57/2013/CIM-schema-cim16#PetersenCoil.xGroundMax,xGroundMax,http://iec.ch/TC57/2013/CIM-schema-cim16#PetersenCoil,http://www.w3.org/2001/XMLSchema#double,The maximum reactance. 
http://iec.ch/TC57/2013/CIM-schema-cim16#PetersenCoil.xGroundMin,xGroundMin,http://iec.ch/TC57/2013/CIM-schema-cim16#PetersenCoil,http://www.w3.org/2001/XMLSchema#double,The minimum reactance.
http://iec.ch/TC57/2013/CIM-schema-cim16#PetersenCoil.xGroundNominal,xGroundNominal,http://iec.ch/TC57/2013/CIM-schema-cim16#PetersenCoil,http://www.w3.org/2001/XMLSchema#double,The nominal reactance.  This is the operating point (normally over compensation) that is defined based on the resonance point in the healthy network condition.  The impedance is calculated based on nominal voltage divided by position current.
http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformer.beforeShCircuitHighestOperatingCurrent,beforeShCircuitHighestOperatingCurrent,http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformer,http://www.w3.org/2001/XMLSchema#double,The highest operating current (Ib in IEC 60909-0) before short circuit (depends on network configuration and relevant reliability philosophy). It is used for calculation of the impedance correction factor KT defined in IEC 60909-0.
http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformer.beforeShCircuitHighestOperatingVoltage,beforeShCircuitHighestOperatingVoltage,http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformer,http://www.w3.org/2001/XMLSchema#double,The highest operating voltage (Ub in IEC 60909-0) before short circuit. It is used for calculation of the impedance correction factor KT defined in IEC 60909-0. This is worst case voltage on the low side winding (3.7.1 of IEC 60909:2001). Used to define operating conditions.
http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformer.beforeShortCircuitAnglePf,beforeShortCircuitAnglePf,http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformer,http://www.w3.org/2001/XMLSchema#double,The angle of power factor before short circuit (phib in IEC 60909-0). It is used for calculation of the impedance correction factor KT defined in IEC 60909-0. This is the worst case power factor. Used to define operating conditions.
http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformer.highSideMinOperatingU,highSideMinOperatingU,http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformer,http://www.w3.org/2001/XMLSchema#double,The minimum operating voltage (uQmin in IEC 60909-0) at the high voltage side (Q side) of the unit transformer of the power station unit. A value well established from long-term operating experience of the system. It is used for calculation of the impedance correction factor KG defined in IEC 60909-0.
http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformer.isPartOfGeneratorUnit,isPartOfGeneratorUnit,http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformer,http://www.w3.org/2001/XMLSchema#boolean,"Indicates whether the machine is part of a power station unit. Used for short circuit data exchange according to IEC 60909.  It has an impact on how the correction factors are calculated for transformers, since the transformer is not necessarily part of a synchronous machine and generating unit. It is not always possible to derive this information from the model. This is why the attribute is necessary."
http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformer.operationalValuesConsidered,operationalValuesConsidered,http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformer,http://www.w3.org/2001/XMLSchema#boolean,It is used to define if the data (other attributes related to short circuit data exchange) defines long term operational conditions or not. Used for short circuit data exchange according to IEC 60909.
http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformerEnd.b0,b0,http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformerEnd,http://www.w3.org/2001/XMLSchema#double,Zero sequence magnetizing branch susceptance.
http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformerEnd.g0,g0,http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformerEnd,http://www.w3.org/2001/XMLSchema#double,Zero sequence magnetizing branch conductance (star-model).
http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformerEnd.phaseAngleClock,phaseAngleClock,http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformerEnd,http://www.w3.org/2001/XMLSchema#integer,"Terminal voltage phase angle displacement where 360 degrees are represented with clock hours. The valid values are 0 to 11. For example, for the secondary side end of a transformer with vector group code of 'Dyn11', specify the connection kind as wye with neutral and specify the phase angle of the clock as 11.  The clock value of the transformer end number specified as 1, is assumed to be zero.  Note the transformer end number is not assumed to be the same as the terminal sequence number."
http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformerEnd.r0,r0,http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformerEnd,http://www.w3.org/2001/XMLSchema#double,Zero sequence series resistance (star-model) of the transformer end.
http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformerEnd.x0,x0,http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformerEnd,http://www.w3.org/2001/XMLSchema#double,Zero sequence series reactance of the transformer end.
http://iec.ch/TC57/2013/CIM-schema-cim16#SeriesCompensator.r0,r0,http://iec.ch/TC57/2013/CIM-schema-cim16#SeriesCompensator,http://www.w3.org/2001/XMLSchema#double,Zero sequence resistance.
http://iec.ch/TC57/2013/CIM-schema-cim16#SeriesCompensator.varistorPresent,varistorPresent,http://iec.ch/TC57/2013/CIM-schema-cim16#SeriesCompensator,http://www.w3.org/2001/XMLSchema#boolean,Describe if a metal oxide varistor (mov) for over voltage protection is configured in parallel with the series compensator. It is used for short circuit calculations.
http://iec.ch/TC57/2013/CIM-schema-cim16#SeriesCompensator.varistorRatedCurrent,varistorRatedCurrent,http://iec.ch/TC57/2013/CIM-schema-cim16#SeriesCompensator,http://www.w3.org/2001/XMLSchema#double,"The maximum current the varistor is designed to handle at specified duration. It is used for short circuit calculations and exchanged only if SeriesCompensator.varistorPresent is true.
The attribute shall be a positive value."
http://iec.ch/TC57/2013/CIM-schema-cim16#SeriesCompensator.varistorVoltageThreshold,varistorVoltageThreshold,http://iec.ch/TC57/2013/CIM-schema-cim16#SeriesCompensator,http://www.w3.org/2001/XMLSchema#double,The dc voltage at which the varistor starts conducting. It is used for short circuit calculations and exchanged only if SeriesCompensator.varistorPresent is true.
http://iec.ch/TC57/2013/CIM-schema-cim16#SeriesCompensator.x0,x0,http://iec.ch/TC57/2013/CIM-schema-cim16#SeriesCompensator,http://www.w3.org/2001/XMLSchema#double,Zero sequence reactance.
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine.earthing,earthing,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine,http://www.w3.org/2001/XMLSchema#boolean,Indicates whether or not the generator is earthed. Used for short circuit data exchange according to IEC 60909.
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine.earthingStarPointR,earthingStarPointR,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine,http://www.w3.org/2001/XMLSchema#double,Generator star point earthing resistance (Re). Used for short circuit data exchange according to IEC 60909.
