class,super_class,label,comment
http://iec.ch/TC57/2013/CIM-schema-cim16#WaveTrap,http://iec.ch/TC57/2013/CIM-schema-cim16#AuxiliaryEquipment,WaveTrap,Line traps are devices that impede high frequency power line carrier signals yet present a negligible impedance at the main power frequency.
http://iec.ch/TC57/2013/CIM-schema-cim16#RatioTapChangerTablePoint,http://iec.ch/TC57/2013/CIM-schema-cim16#TapChangerTablePoint,RatioTapChangerTablePoint,Describes each tap step in the ratio tap changer tabular curve.
http://iec.ch/TC57/2013/CIM-schema-cim16#DCBreaker,http://iec.ch/TC57/2013/CIM-schema-cim16#DCSwitch,DCBreaker,A breaker within a DC system. 
http://iec.ch/TC57/2013/CIM-schema-cim16#BusbarSection,http://iec.ch/TC57/2013/CIM-schema-cim16#Connector,BusbarSection,"A conductor, or group of conductors, with negligible impedance, that serve to connect other conducting equipment within a single substation. 
Voltage measurements are typically obtained from voltage transformers that are connected to busbar sections. A bus bar section may have many physical terminals but for analysis is modelled with exactly one logical terminal."
http://iec.ch/TC57/2013/CIM-schema-cim16#NonConformLoadGroup,http://iec.ch/TC57/2013/CIM-schema-cim16#LoadGroup,NonConformLoadGroup,Loads that do not follow a daily and seasonal load variation pattern.
http://iec.ch/TC57/2013/CIM-schema-cim16#SwitchSchedule,http://iec.ch/TC57/2013/CIM-schema-cim16#SeasonDayTypeSchedule,SwitchSchedule,"A schedule of switch positions.  If RegularTimePoint.value1 is 0, the switch is open.  If 1, the switch is closed.  "
http://iec.ch/TC57/2013/CIM-schema-cim16#ConnectivityNodeContainer,http://iec.ch/TC57/2013/CIM-schema-cim16#PowerSystemResource,ConnectivityNodeContainer,A base class for all objects that may contain connectivity nodes or topological nodes.
http://iec.ch/TC57/2013/CIM-schema-cim16#RatioTapChangerTable,http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject,RatioTapChangerTable,Describes a curve for how the voltage magnitude and impedance varies with the tap step. 
http://iec.ch/TC57/2013/CIM-schema-cim16#ConductingEquipment,http://iec.ch/TC57/2013/CIM-schema-cim16#Equipment,ConductingEquipment,The parts of the AC power system that are designed to carry current or that are conductively connected through terminals.
http://iec.ch/TC57/2013/CIM-schema-cim16#BasicIntervalSchedule,http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject,BasicIntervalSchedule,Schedule of values at points in time.
http://iec.ch/TC57/2013/CIM-schema-cim16#RotatingMachine,http://iec.ch/TC57/2013/CIM-schema-cim16#RegulatingCondEq,RotatingMachine,A rotating machine which may be used as a generator or motor.
http://iec.ch/TC57/2013/CIM-schema-cim16#EnergyArea,http://iec.ch/TC57/2013/CIM-schema-cim16#IdentifiedObject,EnergyArea,Describes an area having energy production or consumption.  Specializations are intended to support the load allocation function as typically required in energy management systems or planning studies to allocate hypothesized load levels to individual load points for power flow analysis.  Often the energy area can be linked to both measured and forecast load levels.
http://iec.ch/TC57/2013/CIM-schema-cim16#ControlArea,http://iec.ch/TC57/2013/CIM-schema-cim16#PowerSystemResource,ControlArea,"A control area is a grouping of generating units and/or loads and a cutset of tie lines (as terminals) which may be used for a variety of purposes including automatic generation control, power flow solution area interchange control specification, and input to load forecasting. All generation and load within the area defined by the terminals on the border are considered in the area interchange control. Note that any number of overlapping control area specifications can be superimposed on the physical model. The following general principles apply to ControlArea:
1.  The control area orientation for net interchange is positive for an import, negative for an export.
2.  The control area net interchange is determined by summing flows in Terminals. The Terminals are identified by creating a set of TieFlow objects associated with a ControlArea object. Each TieFlow object identifies one Terminal.
3.  In a single network model, a tie between two control areas must be modelled in both control area specifications, such that the two representations of the tie flow sum to zero.
4.  The normal orientation of Terminal flow is positive for flow into the conducting equipment that owns the Terminal. (i.e. flow from a bus into a device is positive.) However, the orientation of each flow in the control area specification must align with the control area convention, i.e. import is positive. If the orientation of the Terminal flow referenced by a TieFlow is positive into the control area, then this is confirmed by setting TieFlow.positiveFlowIn flag TRUE. If not, the orientation must be reversed by setting the TieFlow.positiveFlowIn flag FALSE."
http://iec.ch/TC57/2013/CIM-schema-cim16#NuclearGeneratingUnit,http://iec.ch/TC57/2013/CIM-schema-cim16#GeneratingUnit,NuclearGeneratingUnit,A nuclear generating unit.
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentNetwork,http://iec.ch/TC57/2013/CIM-schema-cim16#ConnectivityNodeContainer,EquivalentNetwork,"A class that groups electrical equivalents, including internal nodes, of a network that has been reduced. The ConnectivityNodes contained in the equivalent are intended to reflect internal nodes of the equivalent. The boundary Connectivity nodes where the equivalent connects outside itself are not contained by the equivalent."
http://iec.ch/TC57/2013/CIM-schema-cim16#NonConformLoadSchedule,http://iec.ch/TC57/2013/CIM-schema-cim16#SeasonDayTypeSchedule,NonConformLoadSchedule,"An active power (Y1-axis) and reactive power (Y2-axis) schedule (curves) versus time (X-axis) for non-conforming loads, e.g., large industrial load or power station service (where modelled)."
http://iec.ch/TC57/2013/CIM-schema-cim16#TapChangerControl,http://iec.ch/TC57/2013/CIM-schema-cim16#RegulatingControl,TapChangerControl,"Describes behaviour specific to tap changers, e.g. how the voltage at the end of a line varies with the load level and compensation of the voltage drop by tap adjustment."
http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformer,http://iec.ch/TC57/2013/CIM-schema-cim16#ConductingEquipment,PowerTransformer,"An electrical device consisting of  two or more coupled windings, with or without a magnetic core, for introducing mutual coupling between electric circuits. Transformers can be used to control voltage and phase shift (active power flow).
A power transformer may be composed of separate transformer tanks that need not be identical.
A power transformer can be modelled with or without tanks and is intended for use in both balanced and unbalanced representations.   A power transformer typically has two terminals, but may have one (grounding), three or more terminals.
The inherited association ConductingEquipment.BaseVoltage should not be used.  The association from TransformerEnd to BaseVoltage should be used instead."
http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentShunt,http://iec.ch/TC57/2013/CIM-schema-cim16#EquivalentEquipment,EquivalentShunt,The class represents equivalent shunts.
http://iec.ch/TC57/2013/CIM-schema-cim16#CurrentLimit,http://iec.ch/TC57/2013/CIM-schema-cim16#OperationalLimit,CurrentLimit,Operational limit on current. 
http://iec.ch/TC57/2013/CIM-schema-cim16#CurveData,,CurveData,
http://iec.ch/TC57/2013/CIM-schema-cim16#PhaseTapChangerAsymmetrical,http://iec.ch/TC57/2013/CIM-schema-cim16#PhaseTapChangerNonLinear,PhaseTapChangerAsymmetrical,Describes the tap model for an asymmetrical phase shifting transformer in which the difference voltage vector adds to the in-phase winding. The out-of-phase winding is the transformer end where the tap changer is located.  The angle between the in-phase and out-of-phase windings is named the winding connection angle. The phase shift depends on both the difference voltage magnitude and the winding connection angle.
http://iec.ch/TC57/2013/CIM-schema-cim16#Connector,http://iec.ch/TC57/2013/CIM-schema-cim16#ConductingEquipment,Connector,"A conductor, or group of conductors, with negligible impedance, that serve to connect other conducting equipment within a single substation and are modelled with a single logical terminal."
http://iec.ch/TC57/2013/CIM-schema-cim16#PowerTransformerEnd,http://iec.ch/TC57/2013/CIM-schema-cim16#TransformerEnd,PowerTransformerEnd,"A PowerTransformerEnd is associated with each Terminal of a PowerTransformer.
The impedance values r, r0, x, and x0 of a PowerTransformerEnd represents a star equivalent as follows.
1) for a two Terminal PowerTransformer the high voltage (TransformerEnd.endNumber=1) PowerTransformerEnd has non zero values on r, r0, x, and x0 while the low voltage (TransformerEnd.endNumber=2) PowerTransformerEnd has zero values for r, r0, x, and x0.  Parameters are always provided, even if the PowerTransformerEnds have the same rated voltage.  In this case, the parameters are provided at the PowerTransformerEnd which has TransformerEnd.endNumber equal to 1.
2) for a three Terminal PowerTransformer the three PowerTransformerEnds represent a star equivalent with each leg in the star represented by r, r0, x, and x0 values.
3) For a three Terminal transformer each PowerTransformerEnd shall have g, g0, b and b0 values corresponding to the no load losses distributed on the three PowerTransformerEnds. The total no load loss shunt impedances may also be placed at one of the PowerTransformerEnds, preferably the end numbered 1, having the shunt values on end 1.  This is the preferred way.
4) for a PowerTransformer with more than three Terminals the PowerTransformerEnd impedance values cannot be used. Instead use the TransformerMeshImpedance or split the transformer into multiple PowerTransformers.
Each PowerTransformerEnd must be contained by a PowerTransformer. Because a PowerTransformerEnd (or any other object) can not be contained by more than one parent, a PowerTransformerEnd can not have an association to an EquipmentContainer (Substation, VoltageLevel, etc)."
http://iec.ch/TC57/2013/CIM-schema-cim16#EnergySource,http://iec.ch/TC57/2013/CIM-schema-cim16#EnergyConnection,EnergySource,A generic equivalent for an energy supplier on a transmission or distribution voltage level.
http://iec.ch/TC57/2013/CIM-schema-cim16#SolarGeneratingUnit,http://iec.ch/TC57/2013/CIM-schema-cim16#GeneratingUnit,SolarGeneratingUnit,"A solar thermal generating unit, connected to the grid by means of a rotating machine.  This class does not represent photovoltaic (PV) generation."
